ID ligne,ID commande,Année de la commande,Mois de la commande,Jour de la commande,Année de la livraison,Mois de la livraison,Jour de la livraison,Mode d'expédition,ID client,Nom du client,Segment,Ville,État/Province,Pays\Région,Région de vente,ID produit,Catégorie,Sous-catégorie,Remise,Produit,Montant des ventes,Quantité,Profit
4642,MX-2018-120208,2018,7,24,2018,7,29,Tarif normal,CB-12445,Ciro Becerra,Grand public,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,OFF-ST-10000643,Fournitures de bureau,Stockage,0.2,"Eldon Trays, Industrial",2711.36,2,711.36
4643,MX-2018-120208,2018,7,24,2018,7,29,Tarif normal,CB-12445,Ciro Becerra,Grand public,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,OFF-FA-10000146,Fournitures de bureau,Éléments de fixation,0,"Stockwell Rubber Bands, Assorted Sizes",738,9,360
4644,CL-2018-157525,2018,9,25,2018,9,29,Tarif normal,UN-21385,Uriel Nieves,Bureau à domicile,San Bernardo,Santiago,Chili,LATAM - Sud,OFF-AR-10002805,Fournitures de bureau,Art,0,"Boston Sketch Pad, Blue",88,1,41.2
4645,CL-2018-157525,2018,9,25,2018,9,29,Tarif normal,UN-21385,Uriel Nieves,Bureau à domicile,San Bernardo,Santiago,Chili,LATAM - Sud,OFF-ST-10003931,Fournitures de bureau,Stockage,0,"Smead Trays, Wire Frame",7837.2,7,312.2
4646,CU-2017-101455,2017,9,13,2017,9,13,Le même jour,KM-17185,Katia Montalvo,Grand public,Santiago de Cuba,Santiago de Cuba,Cuba,LATAM - Caraïbes,OFF-AR-10000110,Fournitures de bureau,Art,0,"Binney & Smith Sketch Pad, Blue",403.2,6,72
4648,SV-2018-148726,2018,8,21,2018,8,27,Tarif normal,HC-15955,Hernán Canales,Grand public,San Salvador,San Salvador,Le Salvador,LATAM - Centre,OFF-SU-10004980,Fournitures de bureau,Fournitures,0,"Acme Trimmer, Steel",1176,2,470.4
4649,DO-2018-122511,2018,12,31,2019,1,5,Tarif normal,NL-19525,Núria Laureano,Entreprise,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,TEC-AC-10001566,Produits technologiques,Accessoires,0.2,"Logitech Router, Erganomic",1553.92,4,407.52
4650,MX-2015-166562,2015,6,26,2015,7,1,Tarif normal,NQ-19075,Nadal Quiñones,Grand public,Colima,Colima,Mexique,LATAM - Nord,TEC-PH-10002935,Produits technologiques,Téléphones,0,"Samsung Smart Phone, VoIP",1361.4,3,108.6
4651,AR-2016-151561,2016,3,16,2016,3,20,Tarif normal,BM-11920,Benito Marcos,Grand public,Buenos Aires,Cité autonome de Buenos Aires,Argentine,LATAM - Sud,TEC-PH-10003995,Produits technologiques,Téléphones,0.4,"Nokia Audio Dock, VoIP",991.08,3,-545.52
4652,MX-2015-115322,2015,3,29,2015,4,2,J+2,KA-17215,Karmele Andante,Grand public,Orizaba,Veracruz,Mexique,LATAM - Nord,TEC-MA-10001792,Produits technologiques,Machines,0.002,"Epson Inkjet, White",2597.59,3,723.1944
4653,GT-2018-113040,2018,11,13,2018,11,17,Tarif normal,UP-21370,Urías Pantoja,Entreprise,Mixco,Guatemala,Guatemala,LATAM - Centre,OFF-EN-10000897,Fournitures de bureau,Enveloppes,0,"Kraft Mailers, Set of 50",200.2,1,96
4654,GT-2018-113040,2018,11,13,2018,11,17,Tarif normal,UP-21370,Urías Pantoja,Entreprise,Mixco,Guatemala,Guatemala,LATAM - Centre,TEC-CO-10003474,Produits technologiques,Photocopieurs,0.002,"Brother Personal Copier, Digital",6347.88,3,623.2788
4655,GT-2018-113040,2018,11,13,2018,11,17,Tarif normal,UP-21370,Urías Pantoja,Entreprise,Mixco,Guatemala,Guatemala,LATAM - Centre,TEC-MA-10003607,Produits technologiques,Machines,0.002,"Okidata Receipt Printer, Red",5054.27,2,2268.6712
4656,HN-2016-157644,2016,5,10,2016,5,15,Tarif normal,BC-11905,Bautista Camarillo,Bureau à domicile,Choloma,Cortés,Honduras,LATAM - Centre,TEC-CO-10003083,Produits technologiques,Photocopieurs,0.4,"HP Fax Machine, High-Speed",1141.44,4,-324.16
4657,HN-2016-157644,2016,5,10,2016,5,15,Tarif normal,BC-11905,Bautista Camarillo,Bureau à domicile,Choloma,Cortés,Honduras,LATAM - Centre,OFF-EN-10004491,Fournitures de bureau,Enveloppes,0.4,"Cameo Manila Envelope, Recycled",325.08,3,-135.72
4658,SV-2015-109323,2015,9,30,2015,10,4,J+2,CS-13075,Cesar Sedillo,Entreprise,San Salvador,San Salvador,Le Salvador,LATAM - Centre,OFF-PA-10002352,Fournitures de bureau,Papier,0,"Eaton Parchment Paper, Premium",2304.8,2,968
4659,SV-2015-109323,2015,9,30,2015,10,4,J+2,CS-13075,Cesar Sedillo,Entreprise,San Salvador,San Salvador,Le Salvador,LATAM - Centre,FUR-BO-10004430,Mobilier,Bibliothèques,0,"Bush Floating Shelf Set, Metal",5529.6,4,1326.4
4660,AR-2015-159457,2015,10,1,2015,10,6,Tarif normal,IC-16420,Isabel Coronado,Entreprise,San Justo,Santa Fe,Argentine,LATAM - Sud,FUR-CH-10004040,Mobilier,Chaises,0.4,"Office Star Steel Folding Chair, Set of Two",701.28,6,-12.72
4661,AR-2015-159457,2015,10,1,2015,10,6,Tarif normal,IC-16420,Isabel Coronado,Entreprise,San Justo,Santa Fe,Argentine,LATAM - Sud,OFF-ST-10000085,Fournitures de bureau,Stockage,0.4,"Rogers File Cart, Single Width",1135.2,2,-662.4
4662,PA-2017-146983,2017,10,15,2017,10,20,Tarif normal,MM-18460,Maricruz Matos,Entreprise,Ciudad de Panamá,Panamá,Panama,LATAM - Centre,OFF-BI-10002718,Fournitures de bureau,Classeurs,0.4,"Avery Binder, Durable",133.44,2,4.24
4663,PA-2017-146983,2017,10,15,2017,10,20,Tarif normal,MM-18460,Maricruz Matos,Entreprise,Ciudad de Panamá,Panamá,Panama,LATAM - Centre,OFF-SU-10003277,Fournitures de bureau,Fournitures,0.4,"Elite Ruler, Serrated",1548,3,-154.8
4664,PA-2017-146983,2017,10,15,2017,10,20,Tarif normal,MM-18460,Maricruz Matos,Entreprise,Ciudad de Panamá,Panamá,Panama,LATAM - Centre,OFF-EN-10001979,Fournitures de bureau,Enveloppes,0.4,"Cameo Clasp Envelope, Security-Tint",673.44,4,-22.56
4665,MX-2017-119697,2017,9,24,2017,9,30,Tarif normal,AL-11035,Ane Lomeli,Grand public,San Luis Potosí,San Luis Potosí,Mexique,LATAM - Nord,FUR-TA-10002786,Mobilier,Tables,0,"Lesro Computer Table, Fully Assembled",1632,5,456
4666,MX-2017-119697,2017,9,24,2017,9,30,Tarif normal,AL-11035,Ane Lomeli,Grand public,San Luis Potosí,San Luis Potosí,Mexique,LATAM - Nord,OFF-BI-10001384,Fournitures de bureau,Classeurs,0,"Cardinal Binder, Economy",365.4,3,127.8
4667,MX-2017-111073,2017,11,13,2017,11,16,Prioritaire,LV-18025,Luís Velázquez,Grand public,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-FA-10004657,Fournitures de bureau,Éléments de fixation,0,"Stockwell Thumb Tacks, Metal",879.6,3,351.6
4668,MX-2017-111073,2017,11,13,2017,11,16,Prioritaire,LV-18025,Luís Velázquez,Grand public,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-ST-10004296,Fournitures de bureau,Stockage,0.2,"Smead Folders, Industrial",1530.4,5,-38.6
4669,UY-2018-123575,2018,10,24,2018,10,26,J+2,IR-16465,Isaías Rosales,Grand public,Montevideo,Montevideo,Uruguay,LATAM - Sud,FUR-BO-10004630,Mobilier,Bibliothèques,0,"Ikea Library with Doors, Mobile",9877,7,592.2
4670,UY-2018-123575,2018,10,24,2018,10,26,J+2,IR-16465,Isaías Rosales,Grand public,Montevideo,Montevideo,Uruguay,LATAM - Sud,OFF-AR-10001777,Fournitures de bureau,Art,0,"Binney & Smith Sketch Pad, Water Color",14959.2,4,6880.8
4671,UY-2018-123575,2018,10,24,2018,10,26,J+2,IR-16465,Isaías Rosales,Grand public,Montevideo,Montevideo,Uruguay,LATAM - Sud,OFF-ST-10000872,Fournitures de bureau,Stockage,0.2,"Fellowes File Cart, Single Width",19351.04,4,-4112.16
4672,UY-2018-123575,2018,10,24,2018,10,26,J+2,IR-16465,Isaías Rosales,Grand public,Montevideo,Montevideo,Uruguay,LATAM - Sud,TEC-CO-10001628,Produits technologiques,Photocopieurs,0,"Sharp Personal Copier, Digital",795,3,15.6
4673,MX-2018-164861,2018,9,2,2018,9,9,Tarif normal,DB-13720,Dulce Beltrán,Grand public,Córdoba,Veracruz,Mexique,LATAM - Nord,OFF-ST-10002151,Fournitures de bureau,Stockage,0.4,"Eldon Box, Blue",326.64,2,-87.36
4674,MX-2018-164861,2018,9,2,2018,9,9,Tarif normal,DB-13720,Dulce Beltrán,Grand public,Córdoba,Veracruz,Mexique,LATAM - Nord,FUR-BO-10003991,Mobilier,Bibliothèques,0,"Bush Classic Bookcase, Traditional",320,2,137.6
4675,SV-2018-160724,2018,1,29,2018,2,5,Tarif normal,CP-12580,Constantino Padilla,Bureau à domicile,Soyapango,San Salvador,Le Salvador,LATAM - Centre,OFF-ST-10003641,Fournitures de bureau,Stockage,0,"Fellowes Trays, Wire Frame",317.6,1,73
4677,HN-2018-129126,2018,4,2,2018,4,7,Tarif normal,PL-19930,Paula Lara,Grand public,San Pedro Sula,Cortés,Honduras,LATAM - Centre,TEC-AC-10002158,Produits technologiques,Accessoires,0.4,"Enermax Memory Card, Erganomic",830.16,2,-124.64
4678,HN-2018-129126,2018,4,2,2018,4,7,Tarif normal,PL-19930,Paula Lara,Grand public,San Pedro Sula,Cortés,Honduras,LATAM - Centre,FUR-CH-10001582,Mobilier,Chaises,0.4,"Office Star Executive Leather Armchair, Black",350.4,5,40.4
4679,PA-2018-135314,2018,11,19,2018,11,19,Le même jour,AP-10060,Alan Pérez,Bureau à domicile,David,Chiriquí,Panama,LATAM - Centre,OFF-BI-10000081,Fournitures de bureau,Classeurs,0.4,"Ibico Index Tab, Clear",118.44,3,-14.16
4680,PA-2018-135314,2018,11,19,2018,11,19,Le même jour,AP-10060,Alan Pérez,Bureau à domicile,David,Chiriquí,Panama,LATAM - Centre,OFF-SU-10000076,Fournitures de bureau,Fournitures,0.4,"Acme Trimmer, Easy Grip",1390.32,6,22.32
4681,PA-2018-135314,2018,11,19,2018,11,19,Le même jour,AP-10060,Alan Pérez,Bureau à domicile,David,Chiriquí,Panama,LATAM - Centre,OFF-SU-10002337,Fournitures de bureau,Fournitures,0.4,"Elite Trimmer, High Speed",3644.16,2,-1093.44
4682,CU-2018-144134,2018,3,26,2018,3,27,Prioritaire,AS-10330,Armando Sánchez,Grand public,Cienfuegos,Cienfuegos,Cuba,LATAM - Caraïbes,OFF-AR-10003377,Fournitures de bureau,Art,0,"Boston Pencil Sharpener, Easy-Erase",87.6,2,31.2
4683,MX-2018-169313,2018,5,13,2018,5,17,Tarif normal,HC-15865,Higinia Concepción,Grand public,Zapopan,Jalisco,Mexique,LATAM - Nord,OFF-BI-10000312,Fournitures de bureau,Classeurs,0,"Cardinal Binder Covers, Economy",271.8,3,116.4
4684,MX-2018-169313,2018,5,13,2018,5,17,Tarif normal,HC-15865,Higinia Concepción,Grand public,Zapopan,Jalisco,Mexique,LATAM - Nord,OFF-SU-10001578,Fournitures de bureau,Fournitures,0.2,"Stiletto Shears, High Speed",17150.56,7,3000.76
4685,MX-2018-156503,2018,10,2,2018,10,6,Tarif normal,MV-18190,Marc Vallejo,Grand public,Salamanca,Guanajuato,Mexique,LATAM - Nord,OFF-BI-10003708,Fournitures de bureau,Classeurs,0,"Avery Binder, Economy",1479.4,13,561.6
4686,BR-2018-137400,2018,9,18,2018,9,18,Le même jour,WM-21805,Wendy Morales,Entreprise,Caucaia,Ceará,Brésil,LATAM - Sud,FUR-FU-10004527,Mobilier,Meubles,0,"Advantus Frame, Duo Pack",291,3,8.4
4687,BR-2018-137400,2018,9,18,2018,9,18,Le même jour,WM-21805,Wendy Morales,Entreprise,Caucaia,Ceará,Brésil,LATAM - Sud,OFF-AR-10000659,Fournitures de bureau,Art,0,"BIC Pencil Sharpener, Fluorescent",32.6,1,8.8
4688,BR-2018-137400,2018,9,18,2018,9,18,Le même jour,WM-21805,Wendy Morales,Entreprise,Caucaia,Ceará,Brésil,LATAM - Sud,OFF-BI-10002354,Fournitures de bureau,Classeurs,0,"Acco Binder, Clear",792.8,4,213.6
4690,BR-2018-137400,2018,9,18,2018,9,18,Le même jour,WM-21805,Wendy Morales,Entreprise,Caucaia,Ceará,Brésil,LATAM - Sud,OFF-FA-10001577,Fournitures de bureau,Éléments de fixation,0,"Stockwell Staples, Bulk Pack",397.2,2,130.8
4691,BR-2018-137400,2018,9,18,2018,9,18,Le même jour,WM-21805,Wendy Morales,Entreprise,Caucaia,Ceará,Brésil,LATAM - Sud,OFF-AR-10000307,Fournitures de bureau,Art,0,"Binney & Smith Markers, Easy-Erase",4344.6,13,1822.6
4692,BR-2018-137400,2018,9,18,2018,9,18,Le même jour,WM-21805,Wendy Morales,Entreprise,Caucaia,Ceará,Brésil,LATAM - Sud,TEC-AC-10000530,Produits technologiques,Accessoires,0,"Logitech Memory Card, Bluetooth",2272.4,2,68
4693,MX-2018-148950,2018,3,26,2018,3,30,J+2,CA-12310,Camelia Almanza,Entreprise,Los Mochis,Sinaloa,Mexique,LATAM - Nord,TEC-MA-10003280,Produits technologiques,Machines,0.002,"Panasonic Receipt Printer, White",5035.11,2,1503.1096
4694,SV-2017-136959,2017,12,26,2018,1,1,Tarif normal,EN-13900,Emilio Noriega,Grand public,Mejicanos,San Salvador,Le Salvador,LATAM - Centre,OFF-BI-10000329,Fournitures de bureau,Classeurs,0,"Acco Binder, Durable",279.6,3,41.4
4695,BR-2018-135069,2018,10,14,2018,10,19,Tarif normal,NA-19495,Nora Arroyo,Grand public,Cuiabá,Mato Grosso,Brésil,LATAM - Sud,OFF-SU-10003951,Fournitures de bureau,Fournitures,0,"Elite Shears, Easy Grip",12689.6,4,5836.8
4696,HN-2017-165022,2017,4,26,2017,5,3,Tarif normal,ES-14200,Emanuel Saucedo,Bureau à domicile,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,OFF-BI-10001808,Fournitures de bureau,Classeurs,0.4,"Cardinal Binding Machine, Clear",76.8,1,-30.8
4697,HN-2015-155810,2015,5,26,2015,5,31,Tarif normal,NP-19210,Natalia Paredes,Entreprise,Ciudad Choluteca,Choluteca,Honduras,LATAM - Centre,OFF-ST-10000952,Fournitures de bureau,Stockage,0.7,"Smead File Cart, Blue",1930.08,2,-3345.52
4698,MX-2017-160948,2017,10,30,2017,11,2,J+2,MM-18715,Melis Montes,Entreprise,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-BI-10004007,Fournitures de bureau,Classeurs,0,"Avery 3-Hole Punch, Durable",548.8,4,153.6
4699,MX-2017-160948,2017,10,30,2017,11,2,J+2,MM-18715,Melis Montes,Entreprise,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-ST-10000130,Fournitures de bureau,Stockage,0.2,"Eldon Trays, Wire Frame",5282.4,5,-1188.6
4700,SV-2015-112914,2015,10,28,2015,11,1,Tarif normal,IR-16360,Irati Rodríguez,Grand public,San Salvador,San Salvador,Le Salvador,LATAM - Centre,FUR-FU-10004604,Mobilier,Meubles,0,"Deflect-O Clock, Erganomic",372.8,2,70.8
4701,SV-2015-112914,2015,10,28,2015,11,1,Tarif normal,IR-16360,Irati Rodríguez,Grand public,San Salvador,San Salvador,Le Salvador,LATAM - Centre,OFF-SU-10000782,Fournitures de bureau,Fournitures,0,"Fiskars Shears, Serrated",3817.6,4,877.6
4702,SV-2015-112914,2015,10,28,2015,11,1,Tarif normal,IR-16360,Irati Rodríguez,Grand public,San Salvador,San Salvador,Le Salvador,LATAM - Centre,FUR-FU-10003986,Mobilier,Meubles,0,"Rubbermaid Door Stop, Black",592.2,3,283.8
4703,SV-2015-112914,2015,10,28,2015,11,1,Tarif normal,IR-16360,Irati Rodríguez,Grand public,San Salvador,San Salvador,Le Salvador,LATAM - Centre,OFF-BI-10001384,Fournitures de bureau,Classeurs,0,"Cardinal Binder, Economy",218.4,3,102.6
4704,SV-2015-112914,2015,10,28,2015,11,1,Tarif normal,IR-16360,Irati Rodríguez,Grand public,San Salvador,San Salvador,Le Salvador,LATAM - Centre,OFF-BI-10000482,Fournitures de bureau,Classeurs,0,"Acco 3-Hole Punch, Recycled",292,4,113.6
4705,SV-2015-112914,2015,10,28,2015,11,1,Tarif normal,IR-16360,Irati Rodríguez,Grand public,San Salvador,San Salvador,Le Salvador,LATAM - Centre,OFF-BI-10003440,Fournitures de bureau,Classeurs,0,"Avery Binder Covers, Economy",396,2,55.2
4707,PA-2018-123897,2018,10,5,2018,10,6,Prioritaire,BP-11755,Bárbara Portillo,Grand public,San Miguelito,Panamá,Panama,LATAM - Centre,OFF-AR-10002255,Fournitures de bureau,Art,0.4,"Boston Sketch Pad, Water Color",550.32,2,-183.68
4708,PA-2018-123897,2018,10,5,2018,10,6,Prioritaire,BP-11755,Bárbara Portillo,Grand public,San Miguelito,Panamá,Panama,LATAM - Centre,OFF-AR-10001482,Fournitures de bureau,Art,0.4,"Stanley Markers, Easy-Erase",1082.88,3,-72.72
4709,PA-2018-123897,2018,10,5,2018,10,6,Prioritaire,BP-11755,Bárbara Portillo,Grand public,San Miguelito,Panamá,Panama,LATAM - Centre,OFF-LA-10003283,Fournitures de bureau,Étiquettes,0.4,"Harbour Creations Removable Labels, Adjustable",811.08,9,-420.12
4710,CO-2018-129238,2018,6,21,2018,6,21,Le même jour,MO-18700,Melisa Olivo,Grand public,Pasto,Nariño,Colombie,LATAM - Sud,OFF-BI-10002799,Fournitures de bureau,Classeurs,0,"Cardinal Binder Covers, Clear",1665.6,8,598.4
4711,PE-2016-116589,2016,2,28,2016,3,2,Prioritaire,ÁP-11080,Ángel Pineda,Grand public,Lima,Lima (city),Pérou,LATAM - Sud,FUR-BO-10004191,Mobilier,Bibliothèques,0.4,"Safco Corner Shelving, Traditional",1653.48,3,27.48
4712,MX-2018-143441,2018,10,27,2018,10,31,Tarif normal,TF-21070,Tacio Franco,Grand public,Monterrey,Nuevo León,Mexique,LATAM - Nord,OFF-ST-10001758,Fournitures de bureau,Stockage,0.4,"Rogers Lockers, Blue",381.6,4,-242.4
4713,SV-2016-117597,2016,11,27,2016,12,1,Tarif normal,RM-20410,Reinaldo Mireles,Grand public,Santa Ana,Santa Ana,Le Salvador,LATAM - Centre,FUR-TA-10002786,Mobilier,Tables,0,"Lesro Computer Table, Fully Assembled",979.2,3,273.6
4714,SV-2016-105417,2016,12,8,2016,12,12,Tarif normal,CB-12325,César Benítez,Bureau à domicile,Soyapango,San Salvador,Le Salvador,LATAM - Centre,OFF-EN-10000142,Fournitures de bureau,Enveloppes,0,"Ames Business Envelopes, Security-Tint",1032,8,102.4
4715,SV-2016-105417,2016,12,8,2016,12,12,Tarif normal,CB-12325,César Benítez,Bureau à domicile,Soyapango,San Salvador,Le Salvador,LATAM - Centre,TEC-PH-10000705,Produits technologiques,Téléphones,0,"Apple Headset, Cordless",1048.2,3,0
4716,SV-2016-105417,2016,12,8,2016,12,12,Tarif normal,CB-12325,César Benítez,Bureau à domicile,Soyapango,San Salvador,Le Salvador,LATAM - Centre,OFF-FA-10000834,Fournitures de bureau,Éléments de fixation,0,"Advantus Staples, Assorted Sizes",1112,4,188.8
4717,SV-2016-105417,2016,12,8,2016,12,12,Tarif normal,CB-12325,César Benítez,Bureau à domicile,Soyapango,San Salvador,Le Salvador,LATAM - Centre,OFF-AR-10004151,Fournitures de bureau,Art,0,"BIC Sketch Pad, Blue",152.4,2,59.2
4718,SV-2016-105417,2016,12,8,2016,12,12,Tarif normal,CB-12325,César Benítez,Bureau à domicile,Soyapango,San Salvador,Le Salvador,LATAM - Centre,TEC-AC-10004054,Produits technologiques,Accessoires,0,"Memorex Memory Card, Erganomic",426.8,2,38.4
4719,SV-2016-105417,2016,12,8,2016,12,12,Tarif normal,CB-12325,César Benítez,Bureau à domicile,Soyapango,San Salvador,Le Salvador,LATAM - Centre,TEC-CO-10002769,Produits technologiques,Photocopieurs,0,"HP Fax Machine, Digital",1479,3,665.4
4721,HN-2018-119354,2018,10,17,2018,10,21,Tarif normal,NL-19435,Noa León,Grand public,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,OFF-AR-10003651,Fournitures de bureau,Art,0.4,"Sanford Pens, Easy-Erase",42.24,1,-7.76
4722,HN-2018-119354,2018,10,17,2018,10,21,Tarif normal,NL-19435,Noa León,Grand public,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,TEC-PH-10001148,Produits technologiques,Téléphones,0.7,"Samsung Signal Booster, VoIP",447.84,3,-1000.56
4724,NI-2018-166919,2018,5,6,2018,5,10,Tarif normal,YA-21865,Yasmina Alfaro,Grand public,Managua,Managua,Nicaragua,LATAM - Centre,OFF-BI-10001192,Fournitures de bureau,Classeurs,0,"Cardinal Binder, Clear",252.8,2,58
4725,MX-2018-139381,2018,10,3,2018,10,7,Tarif normal,MG-19015,Mónica Granados,Grand public,Tepic,Nayarit,Mexique,LATAM - Nord,OFF-ST-10003931,Fournitures de bureau,Stockage,0.2,"Smead Trays, Wire Frame",3582.72,4,-717.28
4726,MX-2018-139381,2018,10,3,2018,10,7,Tarif normal,MG-19015,Mónica Granados,Grand public,Tepic,Nayarit,Mexique,LATAM - Nord,TEC-PH-10002586,Produits technologiques,Téléphones,0,"Nokia Office Telephone, with Caller ID",3524.4,3,598.8
4727,HN-2018-119613,2018,11,13,2018,11,17,Tarif normal,UV-21415,Urso Valverde,Grand public,San Pedro Sula,Cortés,Honduras,LATAM - Centre,OFF-BI-10000267,Fournitures de bureau,Classeurs,0.4,"Ibico Hole Reinforcements, Clear",105.48,3,6.48
4728,HN-2018-119613,2018,11,13,2018,11,17,Tarif normal,UV-21415,Urso Valverde,Grand public,San Pedro Sula,Cortés,Honduras,LATAM - Centre,OFF-BI-10001192,Fournitures de bureau,Classeurs,0.4,"Cardinal Binder, Clear",123.48,3,-28.92
4729,HN-2018-119613,2018,11,13,2018,11,17,Tarif normal,UV-21415,Urso Valverde,Grand public,San Pedro Sula,Cortés,Honduras,LATAM - Centre,TEC-PH-10000158,Produits technologiques,Téléphones,0.402,"Apple Signal Booster, VoIP",1510.19,1,-838.6108
4730,MX-2016-154403,2016,4,10,2016,4,16,Tarif normal,LB-18070,Luisa Benítez,Bureau à domicile,Metepec,Mexique,Mexique,LATAM - Nord,OFF-BI-10001723,Fournitures de bureau,Classeurs,0,"Avery Binder, Clear",282.4,4,24.8
4731,MX-2016-154403,2016,4,10,2016,4,16,Tarif normal,LB-18070,Luisa Benítez,Bureau à domicile,Metepec,Mexique,Mexique,LATAM - Nord,OFF-ST-10003147,Fournitures de bureau,Stockage,0.4,"Tenex Box, Blue",336.48,2,-196.32
4732,MX-2016-154403,2016,4,10,2016,4,16,Tarif normal,LB-18070,Luisa Benítez,Bureau à domicile,Metepec,Mexique,Mexique,LATAM - Nord,OFF-LA-10000356,Fournitures de bureau,Étiquettes,0,"Novimex Round Labels, 5000 Label Set",110,1,8.8
4733,MX-2016-154403,2016,4,10,2016,4,16,Tarif normal,LB-18070,Luisa Benítez,Bureau à domicile,Metepec,Mexique,Mexique,LATAM - Nord,OFF-BI-10000081,Fournitures de bureau,Classeurs,0,"Ibico Index Tab, Clear",150,2,44.8
4734,MX-2016-154403,2016,4,10,2016,4,16,Tarif normal,LB-18070,Luisa Benítez,Bureau à domicile,Metepec,Mexique,Mexique,LATAM - Nord,OFF-AP-10001568,Fournitures de bureau,Électroménager,0,"Hamilton Beach Toaster, Silver",247.2,4,32
4735,MX-2016-154403,2016,4,10,2016,4,16,Tarif normal,LB-18070,Luisa Benítez,Bureau à domicile,Metepec,Mexique,Mexique,LATAM - Nord,OFF-AR-10004986,Fournitures de bureau,Art,0,"Boston Pens, Easy-Erase",172,2,65.2
4736,MX-2016-154403,2016,4,10,2016,4,16,Tarif normal,LB-18070,Luisa Benítez,Bureau à domicile,Metepec,Mexique,Mexique,LATAM - Nord,OFF-AR-10000584,Fournitures de bureau,Art,0,"Sanford Pencil Sharpener, Water Color",205.8,7,61.6
4738,MX-2016-105718,2016,9,26,2016,10,2,Tarif normal,GC-15160,Gloria Carrera,Grand public,Mérida,Yucatán,Mexique,LATAM - Nord,OFF-BI-10001507,Fournitures de bureau,Classeurs,0,"Wilson Jones Binder Covers, Economy",136.4,2,34
4739,MX-2016-105718,2016,9,26,2016,10,2,Tarif normal,GC-15160,Gloria Carrera,Grand public,Mérida,Yucatán,Mexique,LATAM - Nord,OFF-PA-10003027,Fournitures de bureau,Papier,0.2,"Enermax Message Books, Premium",3951.2,5,-296.8
4740,MX-2016-105718,2016,9,26,2016,10,2,Tarif normal,GC-15160,Gloria Carrera,Grand public,Mérida,Yucatán,Mexique,LATAM - Nord,FUR-BO-10003828,Mobilier,Bibliothèques,0,"Bush 3-Shelf Cabinet, Metal",828.4,2,215.2
4741,MX-2016-121678,2016,11,29,2016,12,4,J+2,HV-15925,Horacio Valverde,Grand public,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-ST-10003414,Fournitures de bureau,Stockage,0.2,"Tenex Shelving, Industrial",1428.48,3,463.68
4742,MX-2016-121678,2016,11,29,2016,12,4,J+2,HV-15925,Horacio Valverde,Grand public,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-SU-10000255,Fournitures de bureau,Fournitures,0.2,"Elite Box Cutter, High Speed",2215.68,3,193.68
